"State","Urban_Rural","sex","worker_type","Disablity_Type","dis_worker_dist","worker_count","worker_total","worker_dist"
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Non-workers","In Movement",0.852028639618138,91007,110806,0.821318340162085
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Non-workers","In Seeing",0.845588235294118,91007,110806,0.821318340162085
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Non-workers","Total disabled population",0.860215053763441,91007,110806,0.821318340162085
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","Multiple disability",0.0452674897119342,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","In Hearing",0.116216216216216,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","Any Other",0.0995475113122172,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","In Speech",0.0684931506849315,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","Mental Illness",0.0573248407643312,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","Mental Retardation",0.0731707317073171,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","In Movement",0.124105011933174,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","In Seeing",0.105392156862745,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","F","Other workers","Total disabled population",0.0957966764418377,13665,110806,0.123323646733931
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","In Speech",0.0324074074074074,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","In Hearing",0.0366379310344828,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","Total disabled population",0.0282286520818631,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","In Seeing",0.0391389432485323,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","In Movement",0.0231958762886598,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","Any Other",0.0339506172839506,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","Multiple disability",0.00911854103343465,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","Mental Illness",0.0186915887850467,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Agricultural labourers","Mental Retardation",0.0186915887850467,3614,126287,0.0286173557056546
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","In Speech",0.106481481481481,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","In Hearing",0.140086206896552,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","Total disabled population",0.0846859562455893,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","In Seeing",0.103718199608611,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","In Movement",0.0721649484536082,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","Any Other",0.0771604938271605,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","Multiple disability",0.0303951367781155,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","Mental Illness",0.0467289719626168,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Cultivators","Mental Retardation",0.0280373831775701,12364,126287,0.097903980615582
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","In Speech",0.00462962962962963,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","In Hearing",0.021551724137931,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","Total disabled population",0.00988002822865208,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","In Seeing",0.00782778864970646,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","In Movement",0.00902061855670103,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","Any Other",0.00617283950617284,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","Multiple disability",0.0060790273556231,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","Mental Illness",0.00934579439252336,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","HHI workers","Mental Retardation",0.00934579439252336,1973,126287,0.0156231441082613
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","In Speech",0.574074074074074,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","In Hearing",0.413793103448276,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","Total disabled population",0.567748764996471,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","In Seeing",0.530332681017613,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","In Movement",0.537371134020619,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","Any Other",0.524691358024691,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","Multiple disability",0.778115501519757,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","Mental Illness",0.831775700934579,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Non-workers","Mental Retardation",0.841121495327103,51617,126287,0.408727739197225
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","In Speech",0.282407407407407,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","In Hearing",0.387931034482759,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","Total disabled population",0.309456598447424,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","In Seeing",0.318982387475538,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","In Movement",0.358247422680412,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","Any Other",0.358024691358025,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","Multiple disability",0.17629179331307,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","Mental Illness",0.0934579439252336,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","M","Other workers","Mental Retardation",0.102803738317757,56719,126287,0.449127780373277
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","Multiple disability",0.00874125874125874,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","Any Other",0.0293577981651376,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","In Movement",0.0158995815899582,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","In Speech",0.0220994475138122,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","In Hearing",0.0251798561151079,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","Mental Retardation",0.0105820105820106,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","In Seeing",0.029379760609358,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","Mental Illness",0.0113636363636364,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Agricultural labourers","Total disabled population",0.0206967213114754,4620,237093,0.01948602447141
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","Multiple disability",0.020979020979021,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","Any Other",0.055045871559633,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","In Movement",0.0518828451882845,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","In Speech",0.0773480662983425,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","In Hearing",0.100719424460432,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","Mental Retardation",0.0317460317460317,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","In Seeing",0.0642002176278564,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","Mental Illness",0.0265151515151515,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Cultivators","Total disabled population",0.059016393442623,16185,237093,0.0682643519631537
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","Multiple disability",0.0034965034965035,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","Any Other",0.0036697247706422,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","In Movement",0.00836820083682008,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","In Speech",0.00552486187845304,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","In Hearing",0.0215827338129496,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","Mental Retardation",0.00529100529100529,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","In Seeing",0.0119695321001088,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","Mental Illness",0.0113636363636364,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","HHI workers","Total disabled population",0.0100409836065574,3280,237093,0.0138342338238581
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","Multiple disability",0.846153846153846,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","Any Other",0.658715596330275,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","In Movement",0.647698744769874,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","In Speech",0.698895027624309,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","In Hearing",0.585131894484412,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","Mental Retardation",0.862433862433862,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","In Seeing",0.670293797606094,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","Mental Illness",0.878787878787879,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Non-workers","Total disabled population",0.690368852459016,142624,237093,0.601552977101812
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","Multiple disability",0.120629370629371,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","Any Other",0.253211009174312,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","In Movement",0.276150627615063,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","In Speech",0.196132596685083,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","In Hearing",0.267386091127098,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","Mental Retardation",0.0899470899470899,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","In Seeing",0.224156692056583,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","Mental Illness",0.071969696969697,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Rural","P","Other workers","Total disabled population",0.219877049180328,70384,237093,0.296862412639766
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","In Movement",0.00181818181818182,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","Multiple disability",0.00645161290322581,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","In Hearing",0.00720720720720721,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","Any Other",0.014367816091954,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","In Seeing",0.01440329218107,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","In Speech",0.00465116279069767,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","Mental Illness",0.00497512437810945,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","Mental Retardation",0,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Agricultural labourers","Total disabled population",0.007502679528403,1037,177710,0.00583534972708345
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","In Movement",0.0109090909090909,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","Multiple disability",0.00645161290322581,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","In Hearing",0.0342342342342342,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","Any Other",0.0172413793103448,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","In Seeing",0.0123456790123457,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","In Speech",0.0232558139534884,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","Mental Illness",0.00995024875621891,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","Mental Retardation",0.0223880597014925,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","Cultivators","Total disabled population",0.0175062522329403,3904,177710,0.0219683754431377
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","In Movement",0.00545454545454545,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","Multiple disability",0,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","In Hearing",0.0162162162162162,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","Any Other",0.0028735632183908,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","In Seeing",0.0164609053497942,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","In Speech",0.00930232558139535,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","Mental Illness",0.00995024875621891,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","Mental Retardation",0,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","HHI workers","Total disabled population",0.00893176134333691,1465,177710,0.0082437679365258
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","In Movement",0.836363636363636,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","Multiple disability",0.948387096774194,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","In Hearing",0.803603603603604,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","Any Other",0.853448275862069,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","In Seeing",0.845679012345679,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","In Speech",0.865116279069767,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","Mental Illness",0.930348258706468,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","Mental Retardation",0.91044776119403,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Non-workers","Total disabled population",0.858520900321543,146064,177710,0.821923358280344
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","In Movement",0.145454545454545,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","Multiple disability",0.0387096774193548,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","In Hearing",0.138738738738739,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","Any Other",0.112068965517241,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","In Seeing",0.111111111111111,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","In Speech",0.0976744186046512,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","Mental Illness",0.0447761194029851,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","Mental Retardation",0.0671641791044776,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","F","Other workers","Total disabled population",0.107538406573776,25240,177710,0.142029148612909
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","In Movement",0.0172579098753595,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","Multiple disability",0.00702576112412178,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","In Hearing",0.0271084337349398,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","Any Other",0.0244897959183673,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","In Seeing",0.0334448160535117,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","In Speech",0.0221518987341772,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","Mental Illness",0.0184049079754601,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","Mental Retardation",0.0125,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Agricultural labourers","Total disabled population",0.0214970214970215,3744,202871,0.0184550773644336
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","In Movement",0.0536912751677852,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","Multiple disability",0.0234192037470726,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","In Hearing",0.102409638554217,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","Any Other",0.0510204081632653,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","In Seeing",0.088628762541806,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","In Speech",0.0727848101265823,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","Mental Illness",0.0306748466257669,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","Mental Retardation",0.01875,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","Cultivators","Total disabled population",0.0629370629370629,12663,202871,0.0624189756051875
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","In Movement",0.00767018216682646,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","Multiple disability",0.00702576112412178,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","In Hearing",0.016566265060241,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","Any Other",0.00408163265306122,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","In Seeing",0.00668896321070234,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","In Speech",0.00316455696202532,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","Mental Illness",0.00613496932515337,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","Mental Retardation",0.0125,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","HHI workers","Total disabled population",0.00828800828800829,2262,202871,0.0111499425743453
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","In Movement",0.520613614573346,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","Multiple disability",0.784543325526932,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","In Hearing",0.406626506024096,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","Any Other",0.516326530612245,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","In Seeing",0.525083612040134,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","In Speech",0.550632911392405,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","Mental Illness",0.846625766871166,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","Mental Retardation",0.83125,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Non-workers","Total disabled population",0.559440559440559,81982,202871,0.404109015088406
"ANDAMAN & NICOBAR ISLANDS","Total","M","Other workers","In Movement",0.400767018216683,102220,202871,0.503866989367628
"ANDAMAN & NICOBAR ISLANDS","Total","M","Other workers","Multiple disability",0.177985948477752,102220,202871,0.503866989367628
"ANDAMAN & NICOBAR ISLANDS","Total","M","Other workers","In Hearing",0.447289156626506,102220,202871,0.503866989367628
"ANDAMAN & NICOBAR ISLANDS","Total","M","Other workers","Any Other",0.404081632653061,102220,202871,0.503866989367628
